employee_id,snapshot_date,hire_date,termination_date,attrition_90d,contact_center,project,team,tenure_months,shift_type,workload_pct,overtime_hours_30d,absence_days_90d,late_shifts_90d,schedule_adherence_pct,productivity_score,quality_score,csat_score,engagement_score,manager_changed_90d,training_hours_90d,exit_reason
SYN-00762,2025-06-06,2021-10-25,,0,Омск,Поддержка,Команда 07,44,Смешанная,70.19,0,2,0,92.25,91.73,77.95,4.52,64.35,0,5.4,
SYN-00763,2025-12-03,2021-11-24,,0,Казань,Удержание,Команда 04,49,Дневная,97.32,14.34,1,0,88.84,61.27,82.98,4.64,68.05,0,5.41,
SYN-00764,2024-10-02,2020-04-26,,0,Москва,Поддержка,Команда 05,54,Смешанная,77.89,9.94,0,0,97.78,67.13,97.76,4.52,88.84,0,9.48,
SYN-00765,2024-03-01,2021-08-14,,0,Омск,Удержание,Команда 12,31,Дневная,96.74,20.47,1,1,93.56,72.3,92.91,4.39,71.82,0,8.13,
SYN-00766,2025-02-16,2024-05-22,,0,Москва,Удержание,Команда 08,9,Смешанная,91.78,20.82,1,2,89.4,67.27,88.06,4.52,49.87,0,12.85,
SYN-00767,2024-10-10,2022-07-23,,0,Казань,Удержание,Команда 11,27,Дневная,84.23,17.01,1,0,86.94,77.9,88.8,3.68,35.17,0,1.27,
SYN-00768,2025-01-07,2024-09-09,2025-02-16,1,Москва,Поддержка,Команда 05,4,Дневная,94.01,13.27,7,0,81.62,75.76,86.45,4.37,52.97,0,6.92,Низкая вовлечённость
SYN-00769,2024-09-12,2021-07-30,,0,Казань,Продажи,Команда 04,38,Дневная,100.36,7.64,4,5,77.53,72.22,80.88,4.02,57.82,0,14.64,
SYN-00770,2024-11-06,2023-06-15,,0,Москва,Поддержка,Команда 01,17,Дневная,78.15,21.16,2,1,86.94,89.2,88.98,4.75,42.04,1,4.71,
SYN-00771,2025-12-11,2023-04-26,,0,Омск,Поддержка,Команда 08,32,Смешанная,110.01,22.45,0,1,92.36,77.64,80.62,4.24,65.73,0,12.71,
SYN-00772,2025-11-19,2023-10-31,2026-02-02,1,Казань,Удержание,Команда 04,25,Дневная,103.37,27.98,0,3,94.18,68.89,80.27,3.66,63.26,1,7.4,Высокая нагрузка
SYN-00773,2024-05-12,2023-05-18,,0,Казань,Удержание,Команда 02,12,Дневная,73.0,10.76,2,0,95.58,75.45,82.39,4.43,72.94,0,8.29,
SYN-00774,2025-10-12,2025-04-15,,0,Казань,Поддержка,Команда 11,6,Дневная,98.35,0,0,2,87.5,92.92,93.57,3.85,76.6,0,7.89,
SYN-00775,2024-08-14,2022-04-27,2024-10-05,1,Москва,Удержание,Команда 02,28,Дневная,91.69,19.59,5,0,88.86,98.95,89.43,3.76,54.75,0,18.56,Низкая вовлечённость
SYN-00776,2026-03-08,2021-12-29,,0,Омск,Поддержка,Команда 09,51,Смешанная,96.74,9.13,0,0,91.74,86.78,86.58,3.88,45.08,0,5.95,
SYN-00777,2024-06-13,2020-07-04,,0,Омск,Продажи,Команда 08,48,Смешанная,93.97,6.65,1,2,92.51,86.73,80.65,4.18,61.09,0,13.33,
SYN-00778,2024-09-01,2020-11-21,,0,Омск,Поддержка,Команда 06,46,Дневная,108.33,13.11,0,5,90.0,96.03,89.0,3.93,65.58,0,6.04,
SYN-00779,2025-09-03,2020-12-28,2025-11-03,1,Казань,Поддержка,Команда 02,57,Дневная,105.34,9.79,6,8,78.55,69.5,91.4,4.25,69.15,0,13.9,Личные причины
SYN-00780,2025-04-20,2022-02-05,,0,Омск,Поддержка,Команда 01,39,Смешанная,92.45,28.46,2,1,93.29,80.35,90.5,4.14,56.22,0,11.18,
SYN-00781,2024-10-03,2020-10-24,,0,Москва,Удержание,Команда 08,48,Дневная,87.56,27.44,0,0,91.24,80.17,85.66,3.98,36.2,0,5.68,
SYN-00782,2025-03-09,2024-12-09,,0,Омск,Поддержка,Команда 08,3,Смешанная,80.34,16.71,6,4,82.76,74.71,81.42,4.91,56.79,1,4.79,
SYN-00783,2026-03-03,2025-12-03,,0,Москва,Удержание,Команда 09,3,Дневная,85.75,20.32,0,1,94.46,70.38,86.34,4.19,59.38,0,1.35,
SYN-00784,2024-12-13,2020-10-05,,0,Москва,Поддержка,Команда 02,51,Смешанная,104.9,22.61,3,0,93.13,72.29,84.15,4.89,86.75,0,5.34,
SYN-00785,2026-01-07,2021-06-02,,0,Казань,Поддержка,Команда 02,56,Смешанная,74.69,10.02,0,6,92.42,74.59,72.64,3.88,71.17,0,11.74,
SYN-00786,2026-02-11,2024-02-22,,0,Казань,Поддержка,Команда 01,24,Дневная,90.11,6.57,0,0,89.39,59.93,84.53,4.52,64.81,0,14.43,
SYN-00787,2024-06-17,2021-07-03,,0,Казань,Поддержка,Команда 02,36,Дневная,92.57,11.54,8,2,85.01,78.86,86.85,4.05,62.74,0,9.96,
SYN-00788,2024-01-12,2022-01-22,2024-03-16,1,Казань,Удержание,Команда 02,24,Дневная,100.15,11.11,5,0,89.78,76.11,91.47,4.26,36.92,1,10.1,Низкая вовлечённость
SYN-00789,2025-08-21,2024-06-27,,0,Москва,Поддержка,Команда 03,14,Смешанная,102.27,15.74,4,1,86.37,83.57,79.54,3.77,58.06,1,13.38,
SYN-00790,2025-06-06,2021-11-24,,0,Казань,Поддержка,Команда 01,43,Смешанная,91.67,7.7,0,2,90.41,87.34,84.11,4.76,77.63,0,14.99,
SYN-00791,2024-10-03,2020-12-23,2024-11-03,1,Москва,Поддержка,Команда 07,46,Дневная,71.51,25.46,1,2,93.21,81.76,80.67,4.72,77.95,0,12.63,Высокая нагрузка
SYN-00792,2025-02-08,2020-09-02,,0,Москва,Поддержка,Команда 04,54,Дневная,86.64,5.23,4,0,83.98,59.66,91.94,3.9,67.43,0,4.98,
SYN-00793,2024-12-20,2020-01-16,2025-01-23,1,Москва,Удержание,Команда 09,60,Дневная,80.06,0,11,4,78.67,86.46,72.76,3.38,63.13,0,1.32,Смена работодателя
SYN-00794,2025-11-15,2021-02-09,2026-02-04,1,Москва,Продажи,Команда 11,58,Дневная,87.6,0,5,6,84.56,87.43,90.44,4.37,80.37,0,1.2,Смена работодателя
SYN-00795,2024-01-09,2023-04-14,,0,Казань,Поддержка,Команда 09,9,Смешанная,107.5,22.46,1,0,86.09,66.02,85.27,4.22,45.13,1,4.27,
SYN-00796,2025-12-20,2024-01-30,,0,Казань,Продажи,Команда 09,23,Дневная,98.38,9.86,0,0,94.08,65.17,91.93,4.4,65.95,0,4.57,
SYN-00797,2024-08-07,2021-05-25,,0,Москва,Поддержка,Команда 03,39,Дневная,89.16,9.0,2,0,92.07,88.99,92.98,4.65,70.96,0,7.46,
SYN-00798,2026-02-07,2024-08-16,,0,Казань,Поддержка,Команда 07,18,Дневная,92.18,7.38,1,0,84.51,86.08,85.36,4.73,95.59,0,9.52,
SYN-00799,2024-09-02,2021-10-18,,0,Москва,Продажи,Команда 01,35,Дневная,81.69,8.77,1,2,92.13,95.16,78.11,4.85,80.98,0,2.69,
SYN-00800,2026-01-13,2023-01-29,,0,Омск,Удержание,Команда 10,36,Дневная,95.34,3.88,1,0,92.87,74.71,91.05,4.32,95.26,0,6.13,
SYN-00801,2025-09-14,2021-10-05,,0,Москва,Поддержка,Команда 10,48,Дневная,75.33,16.48,2,0,91.28,84.53,78.65,4.06,73.64,0,11.29,
SYN-00802,2024-09-11,2020-06-04,,0,Казань,Удержание,Команда 04,52,Дневная,90.77,0,2,0,90.61,85.81,77.31,4.89,89.73,0,12.0,
SYN-00803,2025-09-02,2023-06-15,,0,Омск,Поддержка,Команда 11,27,Ночная,79.71,7.62,9,1,84.58,74.57,89.82,4.12,77.19,0,6.72,
SYN-00804,2024-06-01,2023-05-08,,0,Москва,Продажи,Команда 04,13,Дневная,97.22,3.46,1,0,94.19,87.99,80.96,4.63,66.16,0,9.34,
SYN-00805,2024-01-04,2019-07-29,,0,Казань,Продажи,Команда 02,54,Дневная,110.09,11.06,0,0,93.28,86.76,88.48,3.86,72.42,0,9.97,
SYN-00806,2024-11-16,2022-07-30,2025-01-12,1,Москва,Продажи,Команда 05,28,Смешанная,97.89,23.88,10,5,77.77,80.42,69.05,4.48,55.61,0,3.38,Несоответствие требованиям
SYN-00807,2024-10-04,2023-08-11,,0,Омск,Поддержка,Команда 11,14,Дневная,69.82,12.92,0,1,93.42,97.81,91.9,4.27,80.37,0,9.01,
SYN-00808,2024-07-05,2020-04-27,,0,Москва,Удержание,Команда 04,51,Смешанная,99.42,9.35,3,0,91.0,81.73,91.64,4.53,63.11,0,0,
SYN-00809,2024-09-01,2022-06-14,,0,Казань,Поддержка,Команда 11,27,Смешанная,74.95,21.17,0,2,88.42,80.06,84.36,4.43,91.66,0,5.32,
SYN-00810,2026-03-11,2023-03-27,,0,Омск,Поддержка,Команда 04,36,Ночная,97.02,18.32,2,6,90.54,74.34,81.34,4.24,51.96,0,7.7,
SYN-00811,2025-05-13,2024-06-17,,0,Омск,Продажи,Команда 11,11,Дневная,86.09,10.96,0,2,97.6,77.36,86.29,3.58,55.7,0,2.58,
SYN-00812,2024-10-14,2023-07-22,,0,Казань,Поддержка,Команда 04,15,Дневная,90.06,6.93,0,0,98.13,100,81.91,4.23,75.01,0,3.94,
SYN-00813,2024-11-04,2023-03-15,,0,Москва,Удержание,Команда 07,20,Дневная,78.72,8.79,3,0,88.65,91.91,83.38,3.55,79.79,0,0,
SYN-00814,2026-02-05,2022-08-25,,0,Москва,Удержание,Команда 07,42,Ночная,100.02,21.81,7,0,88.83,73.1,83.65,4.61,48.46,0,5.22,
SYN-00815,2024-09-09,2020-03-04,,0,Омск,Поддержка,Команда 10,55,Дневная,94.05,22.75,1,2,85.66,80.77,81.17,3.83,52.85,0,6.2,
SYN-00816,2025-02-06,2022-01-23,,0,Москва,Продажи,Команда 05,37,Смешанная,92.31,2.96,1,0,96.5,83.61,100,4.28,89.19,0,1.09,
SYN-00817,2024-02-16,2022-10-24,,0,Омск,Поддержка,Команда 04,16,Дневная,74.97,7.73,0,1,94.05,91.63,87.2,4.43,57.63,1,7.0,
SYN-00818,2024-05-04,2021-09-17,,0,Москва,Поддержка,Команда 07,32,Смешанная,91.47,13.81,7,0,89.65,83.61,79.4,4.57,50.02,0,12.43,
SYN-00819,2025-02-20,2023-05-02,,0,Москва,Продажи,Команда 09,22,Ночная,99.35,13.92,4,0,86.5,71.99,83.15,3.89,77.69,0,9.48,
SYN-00820,2024-06-15,2022-09-24,,0,Казань,Поддержка,Команда 07,21,Дневная,80.57,11.06,2,0,96.82,88.68,84.83,3.89,58.54,0,8.09,
SYN-00821,2025-12-19,2021-03-15,,0,Казань,Продажи,Команда 02,58,Дневная,101.81,6.33,3,0,81.7,98.55,89.2,4.09,70.41,0,6.31,
SYN-00822,2024-12-15,2022-08-28,,0,Казань,Поддержка,Команда 04,28,Дневная,98.45,0,0,1,88.25,100,91.98,4.26,64.57,0,13.58,
SYN-00823,2025-01-19,2022-06-04,,0,Омск,Продажи,Команда 09,32,Дневная,98.08,13.15,0,0,97.57,85.43,77.7,4.35,55.59,0,8.88,
SYN-00824,2024-02-18,2021-02-03,,0,Омск,Удержание,Команда 11,37,Дневная,92.38,6.14,0,1,100,91.12,93.82,4.31,69.98,0,10.6,
SYN-00825,2025-01-01,2020-02-27,2025-03-31,1,Казань,Продажи,Команда 02,59,Дневная,111.0,15.49,5,1,86.79,85.23,91.09,4.93,68.91,0,7.85,Смена работодателя
SYN-00826,2024-03-02,2021-03-18,,0,Москва,Удержание,Команда 08,36,Ночная,112.98,0,0,5,81.76,80.93,83.74,4.25,73.33,0,1.45,
SYN-00827,2026-02-20,2021-11-13,,0,Москва,Поддержка,Команда 02,52,Дневная,77.88,7.4,0,0,90.85,94.67,87.99,4.49,82.17,0,1.4,
SYN-00828,2024-06-20,2022-06-01,,0,Омск,Продажи,Команда 09,25,Дневная,110.76,21.37,4,0,87.61,94.33,98.64,3.43,67.79,0,16.71,
SYN-00829,2024-09-04,2022-09-15,2024-10-20,1,Омск,Поддержка,Команда 07,24,Дневная,88.9,14.15,2,0,88.28,91.14,89.73,4.83,58.64,0,0.15,Личные причины
SYN-00830,2024-01-13,2022-03-24,,0,Москва,Поддержка,Команда 04,22,Дневная,93.82,15.8,0,3,90.98,87.29,75.4,4.54,83.67,0,7.86,
SYN-00831,2025-08-10,2021-03-04,,0,Омск,Поддержка,Команда 11,54,Смешанная,89.48,20.14,2,5,87.7,73.98,83.8,4.55,77.77,0,8.94,
SYN-00832,2024-05-19,2021-01-05,,0,Омск,Удержание,Команда 08,41,Дневная,68.14,10.12,3,0,89.21,82.51,76.5,3.73,80.73,0,6.56,
SYN-00833,2024-05-18,2022-06-28,,0,Омск,Поддержка,Команда 02,23,Дневная,114.73,16.76,1,1,88.2,83.48,93.56,4.74,37.87,0,11.0,
SYN-00834,2024-06-19,2021-04-06,,0,Омск,Поддержка,Команда 05,39,Ночная,100.59,3.02,0,0,98.14,83.77,77.2,4.68,62.41,0,8.44,
SYN-00835,2024-04-21,2020-09-09,,0,Казань,Поддержка,Команда 12,44,Дневная,100.29,10.71,4,0,87.85,90.25,89.74,4.27,75.09,0,8.65,
SYN-00836,2024-07-10,2019-12-04,2024-08-29,1,Москва,Продажи,Команда 03,56,Смешанная,88.62,18.71,0,5,86.87,95.41,90.82,4.36,73.57,0,0.04,Смена графика
SYN-00837,2024-05-09,2019-08-04,,0,Казань,Продажи,Команда 06,58,Смешанная,96.28,18.27,1,0,92.06,69.22,80.76,4.67,100,0,4.32,
SYN-00838,2024-05-18,2021-02-03,,0,Казань,Поддержка,Команда 08,40,Смешанная,106.19,15.9,2,0,94.28,87.18,78.44,3.86,94.55,0,9.26,
SYN-00839,2025-08-06,2024-07-12,,0,Омск,Удержание,Команда 12,13,Дневная,84.1,3.96,3,0,94.88,62.47,96.18,4.5,77.3,1,6.85,
SYN-00840,2024-02-21,2022-06-01,,0,Москва,Продажи,Команда 01,21,Ночная,100.35,2.1,1,0,94.69,80.24,79.59,4.66,66.7,0,0,
SYN-00841,2025-04-03,2023-05-14,,0,Казань,Продажи,Команда 05,23,Дневная,74.93,12.15,4,0,79.98,91.85,80.79,3.42,72.89,0,5.0,
SYN-00842,2024-07-14,2024-02-15,,0,Казань,Удержание,Команда 11,5,Дневная,85.35,17.17,0,3,93.62,61.35,76.67,4.2,88.8,0,0.77,
SYN-00843,2024-10-17,2020-08-09,,0,Москва,Удержание,Команда 02,51,Смешанная,105.24,20.03,1,0,95.68,85.02,86.36,4.25,75.12,0,3.0,
SYN-00844,2025-09-18,2022-08-05,,0,Казань,Удержание,Команда 10,38,Дневная,97.47,18.61,3,1,83.48,82.74,69.18,3.52,61.16,0,17.98,
SYN-00845,2025-04-21,2022-03-08,,0,Омск,Продажи,Команда 01,38,Дневная,104.17,0,0,0,92.46,73.57,95.76,4.28,72.93,0,0,
SYN-00846,2025-02-07,2023-03-20,2025-04-11,1,Москва,Продажи,Команда 10,23,Смешанная,101.39,14.39,6,0,85.97,81.54,91.98,4.0,65.54,0,9.97,Смена графика
SYN-00847,2024-08-20,2019-11-15,2024-09-27,1,Омск,Продажи,Команда 10,58,Дневная,99.48,16.36,6,1,80.63,81.34,85.47,4.85,54.02,0,6.72,Низкая вовлечённость
SYN-00848,2025-12-09,2024-07-17,2026-03-07,1,Москва,Удержание,Команда 03,17,Смешанная,88.9,0.41,2,2,85.4,78.84,73.29,4.08,79.0,0,3.78,Личные причины
SYN-00849,2024-10-11,2020-08-03,,0,Омск,Поддержка,Команда 12,51,Смешанная,73.16,3.28,1,0,92.97,79.81,84.39,3.92,100,0,14.27,
SYN-00850,2025-04-10,2021-11-27,,0,Казань,Поддержка,Команда 11,41,Ночная,79.6,12.5,0,1,94.06,76.51,91.63,3.89,67.1,0,6.04,
SYN-00851,2025-08-09,2020-11-03,,0,Москва,Удержание,Команда 03,58,Дневная,84.78,17.04,6,0,90.17,79.32,79.1,4.03,67.42,0,5.41,
SYN-00852,2024-09-03,2020-01-28,,0,Казань,Удержание,Команда 06,56,Смешанная,87.38,21.74,3,2,85.97,87.8,85.3,3.97,76.94,0,8.21,
SYN-00853,2025-03-16,2023-03-27,,0,Омск,Продажи,Команда 03,24,Дневная,95.93,20.08,0,0,91.07,67.49,86.19,3.88,69.88,0,20.85,
SYN-00854,2024-10-07,2020-03-02,,0,Омск,Удержание,Команда 10,56,Дневная,85.25,10.8,1,2,87.68,81.44,74.2,4.63,89.19,0,5.03,
SYN-00855,2024-05-11,2021-10-24,2024-05-28,1,Казань,Поддержка,Команда 10,31,Дневная,93.06,4.67,5,4,86.87,68.18,92.58,4.13,82.34,0,8.09,Смена графика
SYN-00856,2025-11-19,2024-05-28,2025-12-12,1,Москва,Удержание,Команда 06,18,Ночная,109.51,10.4,2,1,88.45,78.13,78.56,4.13,84.56,0,0.68,Личные причины
SYN-00857,2025-07-07,2025-04-08,,0,Москва,Поддержка,Команда 08,3,Дневная,91.25,12.0,3,7,97.36,79.41,80.37,4.49,76.4,0,2.75,
SYN-00858,2024-08-14,2022-04-27,,0,Казань,Удержание,Команда 05,28,Дневная,96.09,14.55,0,1,98.18,77.83,87.44,3.88,68.38,0,16.24,
SYN-00859,2026-01-11,2023-05-27,,0,Казань,Удержание,Команда 06,32,Ночная,86.48,19.26,5,0,85.08,88.93,87.08,4.54,76.83,0,2.36,
SYN-00860,2025-04-12,2024-12-13,,0,Москва,Продажи,Команда 05,4,Дневная,80.62,0,1,3,88.05,75.13,81.47,4.04,54.63,0,2.45,
SYN-00861,2025-01-13,2021-05-04,,0,Казань,Удержание,Команда 04,45,Дневная,89.26,10.01,1,1,90.4,84.35,76.03,4.31,41.29,0,9.85,
SYN-00862,2025-11-14,2025-06-17,,0,Казань,Продажи,Команда 05,5,Дневная,105.33,7.09,1,4,88.63,85.15,89.34,3.93,56.97,0,5.06,
SYN-00863,2025-08-10,2021-12-29,,0,Омск,Поддержка,Команда 12,44,Дневная,73.11,10.41,2,7,79.35,77.51,70.74,3.94,76.95,0,7.86,
SYN-00864,2024-05-16,2023-12-18,,0,Казань,Поддержка,Команда 03,5,Смешанная,83.0,6.69,4,0,94.49,80.13,80.26,4.43,37.36,0,11.78,
SYN-00865,2026-03-06,2023-04-21,,0,Омск,Продажи,Команда 10,35,Ночная,94.78,14.17,0,0,97.0,78.8,72.22,4.71,77.53,0,0,
SYN-00866,2024-09-18,2022-07-31,,0,Москва,Продажи,Команда 04,26,Дневная,85.81,14.55,5,1,95.28,82.7,93.86,3.97,60.81,0,5.6,
SYN-00867,2025-12-16,2025-02-19,,0,Казань,Продажи,Команда 05,10,Смешанная,77.84,3.62,0,0,91.82,80.52,81.27,5,71.49,0,17.53,
SYN-00868,2025-06-20,2023-07-01,2025-08-05,1,Казань,Удержание,Команда 02,24,Ночная,98.18,12.37,3,1,97.5,81.56,84.66,3.72,64.87,0,9.19,Смена графика
SYN-00869,2026-03-01,2025-11-01,2026-05-01,1,Омск,Удержание,Команда 11,4,Ночная,82.78,21.02,4,2,91.55,81.83,76.63,4.57,62.26,0,5.47,Смена графика
SYN-00870,2025-03-03,2021-04-23,,0,Москва,Поддержка,Команда 05,47,Смешанная,88.5,29.6,14,2,71.17,85.15,79.25,4.9,43.76,0,3.44,
SYN-00871,2024-10-19,2022-03-04,2024-11-12,1,Казань,Поддержка,Команда 02,32,Смешанная,112.77,16.48,5,4,81.59,73.12,84.15,4.4,74.94,0,0,Смена работодателя
SYN-00872,2024-04-13,2020-11-30,,0,Омск,Продажи,Команда 08,41,Дневная,109.14,32.77,0,0,95.3,96.31,82.17,4.18,54.88,0,9.72,
SYN-00873,2025-11-07,2024-03-17,,0,Омск,Удержание,Команда 04,20,Смешанная,93.93,25.89,3,2,87.88,78.08,91.3,4.67,45.34,0,4.15,
SYN-00874,2024-09-19,2019-10-16,2024-11-29,1,Омск,Удержание,Команда 04,60,Дневная,91.23,11.86,0,0,89.11,70.27,92.2,3.87,38.1,0,9.33,Низкая вовлечённость
SYN-00875,2025-06-07,2022-11-20,,0,Казань,Удержание,Команда 01,31,Дневная,77.51,0,1,0,90.58,84.54,91.44,4.18,69.55,1,2.68,
SYN-00876,2024-12-09,2020-08-02,,0,Омск,Поддержка,Команда 03,53,Дневная,90.81,16.63,5,3,86.88,88.98,85.69,4.41,72.33,1,0,
SYN-00877,2025-01-15,2024-10-17,,0,Омск,Удержание,Команда 08,3,Дневная,81.32,27.58,0,3,88.89,71.24,89.73,4.63,75.24,0,6.17,
SYN-00878,2025-06-16,2021-05-08,,0,Казань,Поддержка,Команда 03,50,Дневная,97.45,11.88,0,0,99.2,73.66,76.03,4.26,86.83,0,5.64,
SYN-00879,2024-07-10,2019-08-06,,0,Москва,Удержание,Команда 09,60,Смешанная,94.23,15.58,0,1,96.47,81.89,83.18,4.5,55.05,1,3.69,
SYN-00880,2024-07-04,2023-01-11,,0,Казань,Поддержка,Команда 05,18,Смешанная,100.42,15.83,0,1,94.68,64.4,76.17,4.51,63.12,0,5.3,
SYN-00881,2024-04-16,2021-10-29,,0,Казань,Удержание,Команда 09,30,Смешанная,79.38,22.2,1,2,84.56,65.31,81.49,4.39,83.44,0,14.49,
SYN-00882,2024-07-04,2020-01-27,2024-08-20,1,Казань,Продажи,Команда 01,54,Ночная,104.28,6.81,9,7,79.0,81.19,80.86,4.13,85.45,0,9.81,Смена графика
SYN-00883,2025-08-08,2025-03-11,2025-10-27,1,Омск,Продажи,Команда 09,5,Смешанная,100.29,12.5,1,0,91.65,61.43,79.6,4.56,52.73,0,14.0,Низкая вовлечённость
